SeniorCitizen,tenure,MonthlyCharges,numAdminTickets,numTechTickets,Churn,avg_charge,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber_optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One_year,Contract_Two_year,PaperlessBilling_Yes,PaymentMethod_Credit_card_automatic,PaymentMethod_Electronic_check,PaymentMethod_Mailed_check,tenure_group_medium,tenure_group_long
0,4,94.4,0,0,1,77.44,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
1,71,89.85,1,0,0,87.40902777777778,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1
0,37,78.95,0,0,1,74.72763157894737,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
0,32,98.85,5,2,0,95.33030303030303,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0
0,39,53.85,0,0,0,55.0175,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1
0,38,24.25,0,0,0,23.446153846153845,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
0,52,89.45,0,0,0,86.37264150943396,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1
0,48,105.25,2,0,0,101.98979591836735,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
0,70,59.5,0,0,0,58.3774647887324,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1
0,20,70.55,2,0,0,71.12142857142857,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,50,82.5,0,0,0,81.94313725490197,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1
0,19,44.85,0,0,1,44.677499999999995,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0
0,25,61.6,0,0,0,61.96153846153846,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0
0,12,49.05,0,0,0,45.61923076923077,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,39,105.65,0,3,1,107.12,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1
0,7,74.65,0,0,1,68.06875,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,23,66.25,0,0,0,63.90833333333333,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0
0,27,19.4,0,0,0,18.92142857142857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,47,86.05,0,0,0,80.53333333333333,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
0,26,19.15,0,0,0,19.10185185185185,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0
0,14,64.7,0,0,1,62.733333333333334,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1,11,104.05,0,1,1,94.47083333333335,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
0,2,19.25,3,0,0,16.116666666666667,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,26,81.95,0,0,0,76.66851851851852,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
1,72,114.65,0,0,0,114.16369863013699,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1
0,63,20.0,0,0,0,18.89453125,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0,71,19.8,0,3,0,19.39236111111111,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,11,65.15,0,0,0,60.27916666666667,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,14,19.65,0,0,0,15.243333333333334,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
0,13,88.95,0,0,0,82.98214285714286,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0
0,6,20.2,3,0,0,14.049999999999999,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,11,75.2,0,0,0,64.60833333333333,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,18,56.8,0,0,0,56.56052631578948,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,1,35.55,0,0,1,17.775,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0,32,75.5,2,0,0,70.44545454545454,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,29,35.6,0,0,0,35.75333333333333,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
0,3,60.25,0,0,0,42.625,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
0,2,95.15,0,0,1,65.63333333333334,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
0,13,96.65,3,1,1,83.06071428571428,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0
0,41,40.35,0,0,0,39.94880952380952,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
0,1,18.85,0,0,0,9.425,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,7,54.85,0,0,0,46.3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,52,64.3,0,0,0,64.35094339622641,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,45,24.65,0,0,0,24.756521739130434,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,70,76.1,0,0,0,74.1443661971831,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1
0,53,18.7,0,0,0,18.624074074074073,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,62,97.95,0,0,0,94.23095238095239,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1
0,60,94.1,0,5,0,89.76885245901639,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1
1,3,80.4,0,0,1,56.0125,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1,23,95.1,0,0,0,96.91875,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0
0,1,31.35,4,0,1,15.675,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,67,72.35,0,0,0,73.40441176470588,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1
0,12,89.75,5,1,1,80.95384615384616,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,71,82.7,0,0,0,80.98888888888888,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1
0,25,19.9,0,0,0,19.646153846153847,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,5,53.8,0,0,0,47.324999999999996,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,26,51.55,0,0,0,47.97777777777778,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
0,1,19.65,5,0,0,9.825,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,70,44.05,0,0,0,42.417605633802815,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1
0,72,114.0,0,0,0,110.86506849315067,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1
0,60,94.4,2,7,1,91.97131147540983,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1
1,32,100.4,0,0,0,97.50454545454545,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0
0,1,19.85,0,0,1,9.925,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,14,54.25,2,0,0,51.54666666666667,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
0,13,80.0,0,0,0,73.52499999999999,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
0,6,109.9,0,0,1,95.63571428571429,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0
0,46,79.2,3,0,0,76.46382978723405,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1
0,15,101.35,2,1,1,97.121875,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0
1,43,94.3,0,0,0,89.84431818181818,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1
0,39,49.8,0,0,0,49.27875,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1,21,60.05,0,2,1,56.18863636363637,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,57,53.75,2,0,0,55.10344827586207,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1
0,53,93.45,0,3,0,90.22592592592592,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1
0,18,87.9,0,0,0,78.97368421052632,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0
0,1,60.15,0,0,1,30.075,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0,58,61.05,0,0,0,58.96186440677966,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
1,71,104.05,0,0,0,102.96597222222222,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
0,35,99.25,0,0,0,98.11111111111111,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0
0,3,85.7,0,0,0,64.1875,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0,38,104.85,0,0,0,99.67307692307692,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1
0,35,69.15,0,0,0,69.17083333333333,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0
0,7,90.45,0,0,1,74.18125,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
0,47,74.45,0,0,0,73.13125000000001,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1
0,14,50.45,3,0,0,51.03,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,20,60.0,0,1,0,59.969047619047615,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
0,66,85.25,0,2,0,82.66194029850747,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1
0,15,19.45,5,0,0,21.303125,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,42,20.75,3,0,0,19.638372093023257,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,17,78.9,0,0,0,74.94166666666666,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,37,104.5,3,0,0,99.42105263157895,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1
0,12,49.4,0,0,0,47.05,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,53,94.25,0,5,1,90.14722222222223,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1
0,60,25.0,0,0,0,24.67295081967213,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,18,25.55,0,0,0,24.623684210526317,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,74.9,0,0,1,37.45,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,70.15,0,0,0,48.55,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,9,69.4,0,0,0,57.145,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
0,1,80.25,0,0,1,40.125,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
0,56,93.15,0,0,0,92.17456140350878,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1
0,17,69.0,0,0,1,63.86944444444445,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0,11,66.35,0,0,1,61.73333333333333,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
0,7,69.55,0,0,0,65.16875,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,69,20.2,4,0,0,20.180714285714288,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,19,86.0,0,0,1,76.6225,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,3,80.3,4,0,1,62.5125,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0,54,20.4,0,0,0,19.829090909090908,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0,62,23.75,0,0,0,22.965079365079365,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1
0,24,90.55,0,3,1,91.302,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
0,62,70.45,0,0,0,68.2611111111111,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1
0,17,65.75,0,0,0,61.733333333333334,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,9,24.6,0,0,0,19.009999999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,64,69.25,0,0,0,68.42692307692307,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1
0,2,75.9,0,0,1,47.78333333333333,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,45.85,0,0,1,22.925,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,16,49.95,0,1,1,47.65882352941177,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0
0,72,24.65,0,0,0,25.06917808219178,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,30,90.4,0,2,0,90.98870967741935,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0
0,49,100.85,3,0,0,96.947,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1
0,61,75.35,0,0,0,76.27903225806452,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1
0,47,87.2,0,0,0,83.69687499999999,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
0,20,64.4,1,0,0,66.6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
0,34,78.3,0,0,1,73.2657142857143,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,70,24.7,2,0,0,23.745070422535214,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,54,105.85,0,0,0,105.93909090909091,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1
1,61,98.3,0,0,0,97.84758064516129,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1
0,3,76.95,3,0,1,57.1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,13,19.45,0,0,0,19.3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1,16,96.15,0,0,1,89.95294117647059,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0
0,3,58.7,0,0,0,42.15,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
0,25,20.15,0,0,0,20.628846153846155,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
0,30,64.5,1,0,0,60.917741935483875,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
0,21,28.5,0,0,0,28.606818181818184,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,45.3,0,0,1,22.65,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,15,19.4,0,0,1,18.08125,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,23,90.45,0,0,0,88.21875,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0
0,45,105.15,1,0,0,102.84565217391304,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1
0,24,83.15,0,0,0,81.322,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,11,90.15,0,0,1,82.32916666666667,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,1,45.05,0,0,1,22.525,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,56,103.2,0,0,0,100.7780701754386,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1
0,1,75.8,0,0,1,37.9,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,19.45,1,0,0,9.725,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,7,79.3,0,0,1,65.39375,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,55,88.8,0,0,0,85.80892857142858,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1
0,2,30.9,0,0,1,19.683333333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,72,85.9,0,4,0,83.70890410958904,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1
1,45,34.2,0,0,0,34.70869565217391,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
0,47,20.15,0,0,0,21.795833333333334,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,46,95.25,0,6,1,94.13191489361702,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1
0,2,50.3,0,0,0,30.916666666666668,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,2,80.15,0,0,0,64.85000000000001,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
0,12,51.25,0,0,0,47.08461538461539,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,68,89.6,0,6,1,88.80579710144929,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
0,69,95.2,5,5,0,95.31,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1
1,56,94.8,0,0,0,92.3561403508772,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1
1,4,80.25,0,0,0,60.739999999999995,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,64,76.1,0,0,0,74.13538461538462,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1
0,59,110.15,0,6,1,107.4675,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1
0,62,115.55,0,0,0,113.63571428571429,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1
0,63,24.65,0,0,0,24.6015625,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0,53,53.6,0,0,0,53.318518518518516,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1
0,5,19.45,0,0,0,14.341666666666667,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,49,88.2,0,0,0,83.189,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1
0,62,101.15,0,0,0,105.37063492063493,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1
0,55,56.8,4,0,0,55.572321428571435,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1
1,71,99.4,0,0,0,99.55902777777777,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1
0,72,20.1,0,0,0,18.16780821917808,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1
0,36,60.7,0,0,0,60.39324324324325,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0
0,25,20.95,5,0,0,19.04423076923077,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,72,114.85,0,0,0,113.94452054794522,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1
0,36,19.25,0,2,0,18.37297297297297,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,62.8,2,0,0,31.4,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,72,105.5,0,0,0,103.34246575342466,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1
0,59,19.85,0,1,0,19.804166666666667,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,7,89.5,0,2,1,84.5875,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
0,1,74.1,0,0,0,37.05,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
0,30,107.5,4,0,0,104.59677419354838,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0
0,64,19.55,3,0,0,19.079230769230772,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,63,68.8,0,0,0,64.23984375,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1
1,72,84.45,0,0,0,80.81986301369864,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1
0,8,75.0,2,0,1,70.32777777777778,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,62,84.5,1,0,0,82.43174603174603,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1
0,67,111.2,0,0,0,110.74705882352941,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1
0,6,44.75,0,0,1,38.707142857142856,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,70,80.6,0,0,0,76.90422535211268,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1
1,20,80.7,2,0,0,76.86666666666667,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,5,75.6,0,0,0,67.08333333333333,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,24,57.6,1,0,0,54.71,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0
0,11,44.05,0,0,1,40.30833333333333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,72,110.6,0,0,0,109.07123287671233,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1
0,66,58.2,0,6,0,56.87761194029851,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1
0,45,81.0,0,0,0,76.81739130434782,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1
0,69,19.7,0,0,0,19.955714285714286,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,15,85.6,0,0,1,84.096875,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,28,59.55,0,0,0,56.77413793103448,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,70,115.55,0,6,1,114.47323943661972,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1
0,36,75.55,0,0,0,72.43648648648649,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0
1,16,86.6,0,0,1,75.3529411764706,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
0,18,85.2,0,0,1,81.78421052631579,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
0,34,97.65,0,3,1,91.64428571428572,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0
0,42,45.1,0,0,0,47.65232558139535,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1
0,48,70.95,0,0,0,74.06530612244897,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
0,47,109.55,0,4,1,106.76145833333334,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1
0,39,89.55,0,1,1,86.86125,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1
0,11,20.9,0,0,0,16.858333333333334,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,7,19.95,0,0,0,18.4375,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,3,24.6,0,0,0,21.5875,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,8,66.7,0,0,0,64.33333333333333,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0
0,1,19.45,0,0,1,9.725,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,32,94.8,0,0,0,94.89545454545456,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0
0,60,65.85,0,0,0,64.3983606557377,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1
0,10,19.95,0,0,0,17.068181818181817,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,71,24.65,0,0,0,23.752083333333335,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,4,20.35,0,0,1,15.27,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,69.25,1,0,1,34.625,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,43,51.25,1,0,0,48.9,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1
0,59,99.5,0,5,1,99.35166666666667,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1
